OCN,Org Name,CN,Cert
"088J","IPtelX, LLC","SHAKEN 088J","https://p.mtsec.me/2e5a/frn1ZPKVjmA8.pem"
"186K","Go2Uno LLC","SHAKEN 186K","https://go2uno.peeredge.com/cert/MlIHd4ol.pem"
"473K","United Technology Group, Inc","SHAKEN 473K","https://p.mtsec.me/2e5a/J_mP12MDp5NN.pem"
"567G","Teliax, Inc.","SHAKEN 567G","https://p.mtsec.me/2e5a/RiWz4WCAExmD.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/a8I2Ne_g7A6s.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/aaAotv9V-J7W.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/adfdnfVk11rz.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/aivi8Wdpg4hc.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/Al9WqNy8kD1M.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/amW8M0iMhlD8.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/anQvhLherK-6.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/AphdBCTT_QSk.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/aSy4MVDNi2TM.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/aV1QJeDFx9mI.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/Aw3pTMzqfeJC.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/AwiUspLhQRDE.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/AYiAlWi8k2vu.pem"
"683G","BCM One Cloud Communications, LLC","SHAKEN 683G","https://p.mtsec.me/2e5a/B2OHgILbnqXC.pem"
