OCN,Org Name,CN,Cert
"576K","Etelix.com USA LLC","SHAKEN 576K","http://certs-clb-1999937273.us-east-1.elb.amazonaws.com/576K_20230815.crt"
"657K","Exitty Inc","SHAKEN 657K","https://voice.onepbxcloud.com/657K-20230808.crt"
"709K","Coastal Redwood Networks LLC","SHAKEN 709K","https://certs.telonium.net/23/cdd88be4.crt"
"715K","Telorca LLC","SHAKEN 715K","https://certificates.peeringhub.io/715K/715K.crt"
"721K","KonnectTel LLC","SHAKEN 721K","https://sadmin.konnecttel.com/KonnectTel.pem"
